Onderwerp,Toelichting,Kenmerk
"[inrichting mailserver] Mailadres voor gebruiker aanmaken in AFAS werkt niet, controleer mailserverinstellingen.","Probleembeschrijving: Goedemorgen, bij het inrichten van afas hebben we een draaiboek gemaakt waar we een mailadres hebben in kunnen voeren voor het aanmaken van een gebruiker. Deze melding zal naar een extern mailadres gestuurd worden, dit werkt allene nog niet. In de bijlage heb ik een ""soort"" van reproductie gemaakt. Aanvullende details: - Kun je bevestigen of het ingestelde e-mailadres correct is en actief gebruikt kan worden? - ja - Heb je gecontroleerd of de mailserverinstellingen in AFAS correct zijn geconfigureerd? - dat is mijn vraag - Kun je aangeven of andere e-mails vanuit AFAS wel succesvol worden verzonden? - ja, interne mails, pocket app verzendingen ed",Algemeen
[Loonmutatie] Looncomponent voorschot verrekening kan niet geboekt worden: mutaties via boekingsprogramma niet toegestaan,Probleembeschrijving: kan looncomponent 2841 niet boeken Aanvullende details: - Kun je aangeven welke foutmelding er precies verschijnt? - kan looncomponent 2841 niet boeken - Heb je gecontroleerd of looncomponent 2841 correct is ingesteld in de omgeving? - Ja is ingesteld - Welke stappen doorloop je wanneer deze foutmelding optreedt? - Loonmutatie verrekening voorschot loon,HRM
Overzichtspagina aanmaken voor niet geblokkeerde organisatorische eenheden.,"Probleembeschrijving: Ik wil graag een overzichtspagina aanmaken met alle OE's, is dat mogelijk? Ik zie dat we al twee overzichtspagina's hebben genaamd 'Geautoriseerde organisatorische eenheden' en 'Organisatorische eenheden', maar ik kan hier geen kopie van maken. Aanvullende details: - Kun je aangeven wat je precies bedoelt met een overzichtspagina? - Een InSite pagina met het gedrag 'Overzicht'. - Welke informatie wil je precies tonen op deze nieuwe overzichtspagina? - Alle niet geblokkeerde organisatorische eenheden (code + omschrijving) en nog een paar andere kenmerken/kolommen. - Kun je uitleggen waarom je een kopie wilt maken van de bestaande pagina's? - Omdat die pagina lijkt te kunnen tonen wat ik nodig heb, dus het lijkt me handig om de pagina daarop te baseren.",Algemeen
[Import] Foutmelding: De ingevoegde waarde voor veld X is van een verkeerd type of te lang,"Probleembeschrijving: Beste, Onlangs zijn wij overgegaan op een nieuw roostersysteem, waardoor er een andere importdefinitie gemaakt moet worden. Dit is tot dusver redelijk gelukt, echter lukt het niet om een veldtype aan te passen waardoor de controle import aangeeft dat er fouten zijn. Het gaat om het veld 'waarde 1', wat gekoppeld moet worden aan het veld 'soort medewerker'. Ik zie dat het veld waard 1 nu op type 'getal' staat, maar dit moet op type 'tekst' komen te staan. Het lukt mij niet om dit aan te passen, waardoor ik vermoed dat de fout ontstaat in het controle rapport. Op de screenshot wordt bovenstaande weergegeven. De fout die tevoorschijn komt vanuit het controle rapport is 'de ingevoerde waarde veld 'waarde 1' is van verkeerd type of te lang'. Hoe kan ik het veldtype aanpassen, zodat we verder kunnen met het importeren (en verlonen) van het bestand? Ik hoor graag van jullie. Alvast bedankt! Vriendelijke groet, Lieke Peeters Kindercentra Puck&Co Aanvullende details: - Kun je aangeven in welk specifieke onderdeel van AFAS Profit je deze importdefinitie probeert aan te passen? - Via bestaande definitie bewerken en importeren. (import medewerker payrol -> loonmutatie) - Heb je geprobeerd de importdefinitie opnieuw te configureren, en zo ja, welke stappen heb je precies gevolgd? - . - Kun je bevestigen of het veld 'waarde 1' een standaard veld is of een eigen aangemaakt veld? - Dit weet ik niet zeker. Dit veld is niet veranderd ten opzicht van het oude importsjabloon.",HRM
[Termijnfactuur] Koppelen factuur aan termijnschema zonder crediteren van factuur.,Probleembeschrijving: Er is een handmatige factuur verstuurd. Later heeft de opdrachtgever te kennen gegeven dat deze aan een termijnschema gekoppeld dient te worden. De eerste termijn is dus feitelijk al handmatig gefactureerd voordat deze gereed gemeld is. Ik heb in de help helaas geen oplossing gevonden zonder de factuur te crediteren en opnieuw te versturen (wat niet gaat omdat deze al bij de klant is). Hebben jullie nog een andere oplossing? Het betreft onderstaande facturen VF24-04704 en VF24-04725 voor project P241533. Aanvullende details: - Kun je precies aangeven wat je al hebt geprobeerd om de handmatige factuur aan het termijnschema te koppelen? - Geen oplossing gevonden - Welke stappen heb je gevolgd om te controleren of er een alternatieve oplossing mogelijk is? - Help geraadpleegd - Is het mogelijk om meer details te geven over de huidige status van de facturen en het termijnschema? - Reeds beschreven.,ERP
"[Werkgever][Stop] Verloning stopzetten voor werkgever in AFAS per 1-5, geen salarisberekening of loonaangifte.","Probleembeschrijving: Hoi, wij hebben een werkgever waar we al een jaar niet voor verlonen en per 1-5 wordt ook de loonheffing stopgezet, dit is bevestigd door de Belastingdienst. Hoe kan ik dit in AFAS verwerken zodat er geen salarisberekening en loonaangifte meer wordt aangemaakt? Geen aanvullende vragen gesteld.",HRM
"[Actuele gegevens][Weergave] Contractverlenging zichtbaar in Afas, maar einddatum medewerkerslijst blijft op de eerste regel staan","Probleembeschrijving: Hi Afas, Ik heb twee vragen: 1. In de weergaves van HRM > Medewerker > Medewerker, hebben we bij meerdere weergaves de kolom ""einddatum contract"". Afas laat dan de einddatum zien van het huidige contract. Het kan voorkomen dat dit contract al is verlengd (met een nieuwe contractregel). Is er een manier om in de weergaves de einddatum van het laatste contract te laten zien? Ik heb een paar printscreens toegevoegd van medewerker Nick van Zuijlen (1013762), waarbij je einddatum van zijn huidige contract ziet in de weergave, maar in de gegevens van de medewerker zie je dat hij een nieuw contract heeft met als nieuwe einddatum 31-10-2025. Is het mogelijk om die datum van oktober zichtbaar te maken in de weergaves of in een analyse? 2. Mijn tweede vraag gaat over de analyses. Bij HRM > Uitvoer > Analyse HRM , daar kan je niet analyses draaien op een bepaalde peildatum toch? Of kan dat wel? En kan dat eventueel wel bij Rapport HRM? Ik hoor het graag. Groetjes, Marloes Aanvullende details: - Kun je bevestigen of je de weergave wilt aanpassen zodat altijd de einddatum van het meest recente contract wordt getoond, ongeacht of dit een verlenging is? - ja, dus de einddatum van het nieuwste contract. - Wil je dat we specifiek kijken naar hoe dit in analyses kan worden weergegeven, en zo ja, kun je aangeven welke analyse(s) relevant zijn? - Nee, ik wil weten hoe je die einddatum in weergaves verwerkt. - Kunnen we meer details krijgen over hoe peildatums in jouw situatie gebruikt zouden moeten worden voor analyses en rapportages? - We willen bijvoorbeeld onze headcount terugzien op een bepaalde einddatum. Bijvoorbeeld einde boekjaar.",HRM
[klantportal[Passkey] Gebruik AFAS Pocket-app op werkstation met passkey en inloggen in de klantportal.,"Probleembeschrijving: Wij werken op 2 werkstations met AFAS SB. Aangezien we op 1 werkstation met 2 verschillende personen werken, loggen we hier in met een passkey , op het andere werkstation gebruiken we de AFAS Pocket app. Voor het inschieten van incidenten schijnen wij toch de AFAS pocket app te moeten gebruiken begrijp ik van Luca van AFAS Support. Kunnen wij de AFAS pocket-app gebruiken op het werkstation waar we de passkey nu gebruiken en daarnaast gewoon blijven inloggen met de passkey? (info@ariesnatuursteen.nl) Als dit kan, hoe zorgen we er dan voor dat we deze nu weer kunnen gaan gebruiken? Aanvullende details: - Kun je bevestigen of je de AFAS Pocket-app al hebt geïnstalleerd op het werkstation waar je de passkey gebruikt? - Ja, maar deze gebruiken we niet meer. - Heb je geprobeerd in te loggen met de AFAS Pocket-app op dat werkstation? - Ja - Kun je aangeven welke foutmeldingen of problemen je tegenkomt bij het gebruik van de app op dat werkstation? - ...",Algemeen
Knop 'Vastleggen' ontbreekt in Outlook en 'PROFIT DOCUMENT' ontbreekt in Word.,"Probleembeschrijving: In Outlook mist op mijn nieuwe laptop de knop 'Vastleggen' in het lint. Bij onze (nieuwe) collega Ingrid Verhoeff speelt hetzelfde probleem, echter staat de knop bij haar wel in het lint maar is hij grijs en is het dus niet mogelijk om aan te klikken. Ook heb ik het probleem dat wanneer ik op mijn nieuwe laptop via 'Beheer > Document > Acties > Ontwerp document' in een bestand wil werken dat deze dan niet wordt geopend (bestand moet lokaal worden opgeslagen alvorens te kunnen openen). Daarnaast mist de knop 'PROFIT DOCUMENT' in het lint in Word wanneer ik via Profit een Word-bestand open. Hierdoor kan ik wijzigingen niet opslaan. Zouden jullie z.s.m. bovenstaande items willen oplossen? Alvast hartelijk dank! Aanvullende details: - Kun je aangeven of de knop 'Vastleggen' eerder wel zichtbaar en functioneel was op je nieuwe laptop? - Nee was niet eerder zichtbaar/functioneel - Hebben jullie recent wijzigingen aangebracht in de instellingen van Outlook of Profit? - Nee - Kun je bevestigen welke versie van Outlook en Word jullie gebruiken? - Outlook Classic",Algemeen
[Procuratie] Afwijkingen in workflow goedkeuring inkoopfactuur met meerdere beoordelaars. Workflow komt niet bij volgende beoordelaar.,"Probleembeschrijving: Factuur - meerdere geblokkeerde verplichtingen - 2 beoordelaars - wf afgesloten na 1 goedkeuring Goedemorgen, We hebben af en toe afwijkingen van verwachting bij de workflow inkoopfactuur en nu de volgende: We hebben een factuur met meerdere (geblokkeerde) verplichtingen met 2 verschillende beoordelaars. We verwachten dat ze allebei de factuur moeten goedkeuren voordat deze wordt afgerond, echter is het dus al gebeurt na goedkeuring van 1 beoordelaar. Ik zie niet in waarom dit gebeurt en dit lijkt mij ook niet dat het zo werkt. Wil je is meekijken? Betreft factuur 148864150 van kpn Aanvullende details: - Kun je precies aangeven welke instellingen je hebt geconfigureerd in de workflow voor inkoopfacturen? - Nee - Zijn de instellingen voor de beoordelaars in de workflow correct geconfigureerd? - Ja - Kun je bevestigen of de workflow voorheen correct werkte? - Zover we weten wel",ERP
"[Grijs veld I management tool] Geen mogelijkheid om taal te wijzigen bij verkooprelatie, optie is disabled.","Probleembeschrijving: Ik heb geen mogelijkheid om de taal te wijzigen bij de verkooprelatie. De optie hiervoor is ""disabled"". Voor zover ik weet heb ik hiervoor wel voldoende autorisatie. Hoe en waar kan ik dit instellen zodat ik de taal wel kan wijzigen? Aanvullende details: - Kun je aangeven in welk scherm of welke module je precies bent? - CRM/organisatie/verkooprelatie - Sinds wanneer ervaar je dit probleem? - Onbekend - Heb je gecontroleerd of er specifieke instellingen of rechten zijn die dit kunnen beïnvloeden? - Zover mijn kennis is",Algemeen
[DKIM] Aanvraag voor DKIM-domain keys bij afas.nl vanwege DMARC-vereisten.,"Probleembeschrijving: We zijn bezig met de aanvraag voor een domeinnaam en het aanleveren van een txt aan jullie. Nu krijgen we de volgende vraag van onze ICT afdeling: Hopelijk zou je mij kunnen helpen met het volgende: Vanuit security krijgen wij de volgende melding: ""Bitsight reports that DMARC is not up to the required level for brocacef.nl. This requires DKIM signing to be done first for dirextion.nl, zorgmail.nl and afas.nl"" Om DKIM te activeren hebben we de domain keys (vaak toegepast via cNames) nodig zoals in gebruik bij de leveranciers. Zou jij de domain keys op kunnen halen bij afas.nl? Aanvullende details: - Kun je verduidelijken of je specifiek de DKIM-instellingen van AFAS nodig hebt of dat je ondersteuning zoekt bij het instellen van DKIM voor jullie domein? - de DKIM van AFAS - Heb je al contact opgenomen met de beheerder van de domeinen dirextion.nl, zorgmail.nl en afas.nl voor de benodigde DKIM-gegevens? - nvt - Kun je aangeven welke stappen je al hebt ondernomen om de DKIM-instellingen te verkrijgen? - Het zijn jullie data, dus dan is het logisch dat we een ticket insturen zou ik denken?",Algemeen
"[Power BI I 404] Foutmelding bij PowerBI: velden niet gevuld, onduidelijk welke velden ontbreken.","Probleembeschrijving: Goedemorgen, ik ben bezig geweest met PowerBI en AFAS, het template Mobiliteit. Nu is het allemaal gelukt tot het moment dat PowerBI de gegevens moet gaan inlezen. Ik krijg dan meerdere foutmelding dat velden niet gevuld zijn. Maar ik kan niet goed eruit opmaken welke velden, ik kan niet zien (volgens mij) welke velden er gevuld moeten zijn. Als ik bij HRM - Mobiliteit ga kijken dan staan er wel dingen gevuld, we gebruiken het eigenlijk niet maar er staat wel wat gevuld. Doe ik iets verkeerd of hebben wij niet de juiste velden gevuld. Ik hoor het graag. Groetjes Paulien Aanvullende details: - Kun je de volledige foutmelding delen? Dit helpt ons om precies te begrijpen wat er misgaat. - Heb ik hierboven gedaan. - Welke stappen doorloop je precies in PowerBI voordat de foutmelding verschijnt? - De stappen die jullie beschrijven in het help artikel PowerBI inrichten. - Heb je gecontroleerd of alle benodigde velden in AFAS correct zijn gevuld en beschikbaar zijn voor export naar PowerBI? - Ik weet dus niet welke velden ik moet controleren.",Algemeen
[tabbladen onderhouden | Management tool ] Verdwenen standaardtabbladen in de managementtool en insite bij verkooprelatie.,"Probleembeschrijving: SPOED Standaardtabbladen zijn verdwenen in de managementtool, en dus ook deels op insite, op de Organisatie/persoon>Verkooprelatie. Bij het maken van een kopie van de weergave ""Gekoppelde tabbladen"" in het voorbeeld van de weergave zijn ze wel te zien. In de weergaves zelf niet. De insitepagina https://64805.afasinsite.nl/verkooprelatie-organisatie-prs?DbId=7504328 is ook niet meer hetzelfde. Moedwillig verwijderen is niet mogelijk. Aanvullende details: - Kun je precies aangeven welke tabbladen ontbreken? - alle profitbladen - Sinds wanneer merk je dat de tabbladen verdwenen zijn? - 10 minuten geleden - Heb je recent wijzigingen aangebracht in de instellingen of weergaven? - er is een eigen tabblad toegevoegd. die was nog wel te zien.",Algemeen
"Intercompany facturen blijven geblokkeerd, verzoek om automatisch deblokkeren voor betaling.","Probleembeschrijving: Hi Dennis, zoals besproken vanmorgen, het gaat er dan om wat Aukje graag wil: Ha Ciska, Vraagje, in 126 hebben we een aantal facturen vanuit de intercompany module ontvangen. Nu blijven deze op geblokkeerd staan, en ik zie er gene gebruikers aan hangen. Zou jij deze naar Laura willen doorzetten voor goedkeuring? Dan kunnen wij ze betalen. Thx. Ha beide, Deze facturen moeten we niet gaan inboeken en komen idd niet in de flow omdat ze vanuit de IC journaliseringstaken in beide administraties automatisch geboekt worden. @ Stan, kunnen we inregelen dat deze IC facturen aan de crediteurenkant automatisch gedeblokkeerd worden voor betaling, dan is het probleem volgens mij opgelost. Groet, Aukje Aanvullende details: - Kun je precies aangeven welke stappen je hebt doorlopen om dit probleem te identificeren? - automatisch deblokkeren - Welke specifieke facturen of administraties zijn hierbij betrokken? - zie bijlage - Is er een specifieke foutmelding of gedrag dat optreedt bij het blokkeren van de facturen? - nee, vraag voor first class",ERP
[Inkoopfacturen | wens] Een overzicht krijgen van inkoopfacturen en door wie deze beoordeeld moeten worden in de workflow in InSite of in Profit.,"Probleembeschrijving: In AFAS (Profit), kun je niet-geautoriseerde facturen terugvinden via het Insite-portaal of via de Profit-applicatie, afhankelijk van jouw rol en rechten. Hier zijn de stappen om ze te bekijken: Via AFAS Insite (webportaal): Log in op Insite Ga naar jouw AFAS Insite-omgeving (bijv. jouwbedrijf.afasinsite.nl). Ga naar het takenoverzicht of autorisatietaken Zoek naar: ""Te autoriseren facturen"" Of: ""Workflow taken"" → Filter op: Niet geautoriseerd / in behandeling Gebruik de zoekfunctie Typ bijv. facturen of inkoopfacturen in de zoekbalk om relevante workflows of rapporten te vinden. Gebruik rapportages of analyses Als jouw organisatie rapportages heeft ingericht, kun je mogelijk een rapport of analyse bekijken met: Status = Niet geautoriseerd Soort document = Inkoopfactuur Aanvullende details: - Kun je precies aangeven welke foutmelding je ontvangt? - Niet - Heb je eerder toegang gehad tot deze rechten in Insite? - Nee - Kun je bevestigen of je rol of rechten recent zijn aangepast? - Nee",ERP
[afsluiten plaatsing | beoordelen extern niet zichtbaar | ter beoordeling extern status workflow] Workflow Declaratie Nacalculatie (Xstate) wordt niet toegewezen aan gebruikers zonder feedback.,"Probleembeschrijving: Een worfklow om een weekstaat goed te keuren wordt niet toegewezen aan een gebruiker. De contactpersonen van de plaatsing hebben beide portaltoegang en hebben beide klantportalrollen (beheerder en medewerker). Ook na het opnieuw insturen van de taak komt deze niet bij een gebruiker terecht. Aanvullende details: - Kun je precies aangeven welke workflow wordt gebruikt en hoe deze is ingericht? - Workflow: Declaratie Nacalculatie (Xstate) - Welke gebruikers of rollen zouden de taak moeten ontvangen volgens de instellingen van de workflow? - Contactpersoon Plaatsing en Contactpersoon Declaratie - Is er een specifieke foutmelding zichtbaar, of blijft het proces zonder verdere feedback hangen? - Het proces blijft hangen zonder feedback",Algemeen
Onboarden vanaf stamkaart HRM pagina niet zichtbaar in bannerconfiguratie.,"Probleembeschrijving: Pagina Aanmaken onboarden vanaf stamkaart HRM: Regulier (Onboarden) kan niet worden toegevoegd aan onze sollicitant stamkaart. De pagina is wel geautoriseerd/toegevoegd in de HR Functioneel beheer functionaliteit. Via onderhouden pagina's is de pagina wel terug te vinden, maar zodra ik deze in een banner wil toevoegen is er geen enkele onboarden vanaf stamkaart pagina meer te vinden. (zie bijlagen) Aanvullende details: - Kun je precies aangeven welke stappen je doorloopt om de pagina toe te voegen aan de banner? - Via sitebheer ga ik naar bewerken en dan klik ik op indeling, dan onderhouden, nieuw en daar zoek ik de pagina op. - Kun je bevestigen of de pagina zichtbaar is in de lijst van beschikbare pagina's in de bannerconfiguratie? - nee, die is niet beschikbaar. - Kun je aangeven of dit probleem zich voordoet bij meerdere gebruikers of alleen bij jou? - ook bij mijn collega",HRM
[Verlof] Aantal uren in verlofaanvraag is niet aan te passen,"Probleembeschrijving: Goedemorgen, Wij willen dat als iemand een vakantie aanvraag indient dat het veld met uren standaard leeg is. Het zelfde geldt ook voor het doen van andere verlofsoorten. De medewerker dient zelf een aantal uren in te voeren. Nu valt het mij op dat het profiel niet aanpasbaar is. Ik kan de instellingen niet wijzigen. Kunnen jullie mij vertellen wat ik fout doe? Ik zit trouwens in de live omgeving van ons in Profit te kijken bij de instellingen van profielen. Met vriendelijke groet, Claudia ten Cate Aanvullende details: - Kun je aangeven welk profiel of welke instellingen precies niet aanpasbaar zijn? - vakantie aanvraag en dan het snelfilter. Ik kan geen waarde invoeren. - Heb je geprobeerd in een testomgeving te kijken of de instellingen daar wel wijzigbaar zijn? - ja maar daar kan het ook niet. - Welke stappen volg je om bij deze instelling uit te komen, zodat we dit kunnen naspelen en controleren wat er gebeurt? - ik ga naar profielen in & outsite. Ik zoek vakantie (verlofaanvraag) en klik hierop. Dan klik ik op de context voor onderhouden en wil ik het veld aantal uren aanpassen, zodat het een blanco veld is bij het openen van dat scherm en men zelf een getal moet invoeren. Maar als ik dubbel klik op aantal uren (veldregel) dan zie ik grijze vlakken en ik kan niets invoeren.",HRM
[Digitaal ondertekenen] Datum ondertekening document komt niet overeen met SignServiceLog.,"Probleembeschrijving: Wij maken gebruik van de AFAS eigen contract verlenging. We zien dat het document door de medewerker ondertekend is op 16-05-2025, zie bijlage “workflow historie” en bijlage “Eigenschappen medewerker – Contracten”. Maar wanneer ik de ondertekening / SignServiceLog bekijk, zie ik staan dat de medewerker het document ondertekend heeft op 29-03-2025. Zie bijlage “SignServiceLog”. Dus datum ondertekening document komt niet overeen met de daadwerkelijke ondertekening. Aanvullende details: - Kun je aangeven of je al hebt gecontroleerd of er een verschil is in tijdzones of instellingen in het systeem die dit verschil in data kunnen verklaren? - Gecontroleerd - Kun je bevestigen of dit verschil in data eenmalig is of vaker voorkomt? - Eerste keer dat dit geconstateerd is - Kun je aangeven of er een specifieke actie of wijziging in het systeem is geweest die dit verschil in data zou kunnen verklaren? - Nee geen wijziging",HRM
Foutmelding 48233: personeelsnummer zonder naam in betaalopdrachten toont onvoldoende informatie.,"Probleembeschrijving: Bij een foutmelding komt altijd het nummer 48233. en dan het personeelsnummer, kan hier ook de naam van de persoon weergegeven worden, zodat je kunt vragen of deze er uit wil gaan? zie bijlage een voorbeeld van de betaalopdracht van vandaag, Dit bleek Jolanda Roelofs te zijn, zie ook al niet meer in die taak zat. We weten hoe we dit kunnen oplossen d.m.v. deblokkeren. Aanvullende details: - _Kun je specifiek beschrijven in welk scherm je deze foutmelding ziet verschijnen?_ - betaalopdrachten - _Welke stappen volg je precies voordat deze melding verschijnt?_ - standaard afas stappen voor betaalopdrachten - _Wil je dat er een wijziging wordt aangebracht in het systeem, zoals het tonen van de naam naast het personeelsnummer?_ - Dat zou heel erg fijn zijn!",ERP
Verwijderen van de knop 'Verlengen' voor budgethouders in AFAS contractmiddelen.,Probleembeschrijving: Een budgethouder/manager (contracteigenaar) kan op dit moment bij een lopend contract klikken op de knop Verlengen. Dit willen we graag weghalen bij deze personen. Waar kan ik in AFAS er voor zorgen dat vanuit de eigenschappen van een financieel contract de knop Verlengen uitgeschakeld wordt (in ieder geval voor budgethouders)? Krijg het in de workflow niet gevonden en ook niet in de profielen. Aanvullende details: - Kun je aangeven in welk specifieke menu of functionaliteit deze knop zich bevindt? - Eigenschappen financieel contract - Kun je toelichten welke stappen je hebt genomen om de instellingen in de workflow en profielen te controleren? - Gekeken of ik ergens 'verlengen' zie staan in de workflow - Zijn er andere gebruikersrollen die wél toegang moeten houden tot deze knop? - Contractbeheerder,ERP
Automatische verlenging salarisverwerkingsplannen faalt door volle periodetabel. Klopt deze beredenering?,"Probleembeschrijving: Beste AFAS collega, Graag willen we ervoor zorgen dat de salarisverwerkingsplannen automatisch worden verlengd voor het volgende boekjaar, zodat wij deze actie niet handmatig hoeven uit te voeren. Deze instelling is op werkgeversniveau te bepalen, alleen merken we dat deze al enige jaren niet naar behoren functioneert. Zo ook dit jaar, voor het boekjaar 2026 zijn geen salarisverwerkingsplannen aangemaakt (dit geldt voor alle AFAS omgevingen in ons beheer). Bij het uitzoeken van de situatie constateren we echter het volgende en zijn benieuwd of dit wellicht de oorzaak hiervan is: De Periodetabel Maand HRM / HRM/Payroll (5) is gevuld tot en met 2040 en wordt daarom niet jaarlijks verlengd. Onze verwachting is dat bij de actie van het verlenging van deze tabel, er opvolgend ook een actie is voor het aanmaken van het salarisverwerkingsplan. Met deze beredenering zou het automatisch verlenging dus pas in 2041 goed gaan. Zie AFAS Help: https://help.afas.nl/help/NL/SE/Pay_Config_Plan.htm#o113223 Klopt deze beredenering? En zo ja, kunnen we dan de periodetabel aanpassen zodat alle jaren na 2025 worden verwijderd? En is het daaropvolgend mogelijk dat de actie van het automatisch verlenging opnieuw wordt getriggerd? Mochten er vragen zijn, laat het mij dan weten. Met vriendelijke groet, Team IJK Berend van de Laar e-HRM adviseur outsourcing Aanvullende details: - Kun je bevestigen of de optie voor automatische verlenging van de salarisverwerkingsplannen correct is ingesteld in jullie omgeving? - Ja, zie bijlage. - Hebben de salarisverwerkingsplannen voor eerder jaren automatisch gewerkt, of heeft deze situatie zich al eerder voorgedaan? - Nee, deze functionaliteit heeft tot nu toe niet eerder gewerkt. - Kun je specificeren welke stappen jullie uitvoeren om te controleren of de automatische verlenging werkt, en op welk moment van het proces dit lijkt stil te vallen? - Op AFAS Help staat dat dit proces normaal gezien in juli wordt uitgevoerd, maar we zien dat de salarisverwerkingsplannen nergens zijn aangemaakt voor het nieuwe jaar.",HRM
"Mutaties blijven langer hangen in Profit, waardoor Insite trager werkt.","Probleembeschrijving: De mutaties blijven langer dan we gewend zijn hangen in Profit. De personeelsadmin kan daardoor moeilijker werken in Insite, het duurt soms wel tot 30 minuten voordat een taak daadwerkelijk afgerond is en verder doorgezet kan worden na akkoord. Aanvullende details: - Sinds wanneer merk je dat de mutaties langer blijven hangen in Profit? - Vandaag (15-09-2025) - Zijn er specifieke soorten mutaties die langer blijven hangen of gebeurt dit bij alle soorten mutaties? - Bij alle soorten mutaties - Speelt dit probleem bij meerdere gebruikers in jullie organisatie? - Ja",HRM
[insite I indeling] Factuur weergave in InSite aanpassen naar de rechterkant van het scherm.,"Probleembeschrijving: Na de update ziet het scherm van InSite er iets anders uit. Graag zou ik de factuur willen zien aan de rechterkant van het scherm. Deze staat nu helemaal onderaan. Hoe kan ik dit aanpassen? Aanvullende details: - Kun je bevestigen welk scherm binnen InSite je precies gebruikt, bijvoorbeeld het factuurscherm of een specifiek rapportagescherm? - Financieel - inkoopfactuur - Heb je geprobeerd om de vensters te herschikken door bijvoorbeeld kolommen of secties te slepen? - Ja, alleen dit lukt mij niet in InSite. - Is dit gedrag bij meerdere gebruikers hetzelfde of speelt dit alleen op jouw account? - Bij alle gebruikers",ERP
[P6] Uitzetten van bevestiging bij productgroepaanvragen in Profit 6: De artikelen zijn toegevoegd aan je inkoopaanvraag,"Probleembeschrijving: Sinds Profit 6 krijg je bij productgroepaanvragen bij ieder artikel dat je aanvraagt (ook bij het selecteren van meerdere tegelijk) de vraag of je direct de bestelling wilt afronden, of wilt doorgaan met winkelen. Voor onze bestellers werkt dit erg vertragend. Het is ook niet nodig/heeft geen toegevoegde waarde, want er staat al een knop ""Naar mijn inkoopaanvraag"". Is het ook mogelijk deze functionaliteit uit te zetten? Aanvullende details: - Kun je aangeven in welke module, scherm of functionaliteit je deze situatie tegenkomt? - productgroep aanvragen - Heeft het eerder zonder dit gedrag gewerkt? Zo ja, weet je wat er is veranderd? - Ja, voor Profit 6 - Wil je bevestigen of de optie mogelijk al gedocumenteerd is binnen de instellingen van inkoopaanvragen? - Ik kan het niet vinden waar dit kan worden uitgezet.",ERP
"Trage prestaties in Insite en Profit, vooral bij sitebeheer.","Probleembeschrijving: Performance issues Wij krijgen klachten van diverse afdelingen; o.a. logistiek/salarisadm. en Inkoop heeft hierover gebeld. Insite is traag, Als je in Sitebeheer zit is het extreem traag. Profit is ook trager met het openen van de weergave's Alle overige applicaties in onze organisaties lopen wel goed. Aanvullende details: - Kun je aangeven sinds wanneer dit probleem optreedt? - Vandaag 15-09-2025 - Merk je dit bij specifieke pagina's of processen in InSite, of overal? - vooral op Insite, het bewerken van pagina's via sitebeheer gaat heel erg traag - Heeft het eerder wel goed gewerkt, en is er recent iets veranderd in de configuratie of infrastructuur? - Nee, alle applicaties lopen bij ons verder goed,",Algemeen
Onjuiste veldtoewijzing NEW_ITEM_MANUFACTCODE in OCI-koppeling naar Profit.,"Probleembeschrijving: OCI-koppeling Bechtle Via de punchout wordt o.a. de NEW_ITEM_MANUFACTCODE van een artikel meegestuurd naar Profit. Echter komt deze bij ons in het verkeerde veld terecht. Hoe kunnen we dit aanpassen? De informatie komt nu in het veld ""Barcode"" op het tabblad ""Extra"" terecht en zou op het tabblad ""Extra info"" veld ""Artikelnr distributeur"" en/of op het tabblad ""Data wetgeving"" in het veld ""Artikelcode fabrikant"" terecht moeten komen. Bijvoorbeeld artikel 60935 De punchout: NEW_ITEM-DESCRIPTION%5b1%5d=Jabra+BIZ+2400+II+Leath.Ear.Cush.+M+10er NEW_ITEM-MATNR%5b1%5d= NEW_ITEM-QUANTITY%5b1%5d=20.000 NEW_ITEM-UNIT%5b1%5d=PCE NEW_ITEM-PRICE%5b1%5d=32.990 NEW_ITEM-CURRENCY%5b1%5d=EUR NEW_ITEM-PRICEUNIT%5b1%5d=1 NEW_ITEM-LEADTIME%5b1%5d=2 NEW_ITEM-LONGTEXT_1%3a132%5b%5d=%2b%2b%2b+Leather+ear+cushions%2c+size+M%2c+for+Jabra+BIZ+2400+II+headsets%0d%0a10+pack%2c+Producttype%3a+Oorkussens%2c+Uitvoering%3a+Europa+%2b%2b%2b NEW_ITEM-VENDOR%5b1%5d= NEW_ITEM-VENDORMAT%5b1%5d=4013932 NEW_ITEM-MANUFACTCODE%5b1%5d=Jabra+GN+A NEW_ITEM-MANUFACTMAT%5b1%5d=14101-48 NEW_ITEM-MATGROUP%5b1%5d= NEW_ITEM-EXT_PRODUCT_ID%5b1%5d=4013932 NEW_ITEM-CUST_FIELD1%5b1%5d=21 NEW_ITEM-CUST_FIELD2%5b1%5d= NEW_ITEM-CUST_FIELD3%5b1%5d= NEW_ITEM-CUST_FIELD4%5b1%5d= NEW_ITEM-CUST_FIELD5%5b1%5d= Aanvullende details: - Kun je aangeven welke veldconfiguratie in AFAS momenteel is ingesteld voor de verwerking van deze gegevens via de OCI-koppeling? - ? - Wat is exact de huidige toewijzing van de NEW_ITEM_MANUFACTCODE (zoals gedefinieerd in de koppeling) binnen de applicatie? - ? - Is de mapping aanpasbaar via gebruikersinstellingen, of ligt deze technisch vast in een specifieke module? - ?",ERP
